class_label,LHS,RHS
non-phishing,m2admckvqv.fsf,maya.dyndns.org
non-phishing,20020828225352.A9191,silence.homedns.org
non-phishing,04da01c26558$d9bf8550$070d0dc0,monster
non-phishing,6E8631AD.30501,lig.net
non-phishing,Pine.LNX.4.44.0210051821380.10287-100000,swampfox.owlriver.com
non-phishing,F160luCBcKfExvWvqzA00000209,hotmail.com
non-phishing,200210010801.g9181TK15641,dogma.slashnull.org
non-phishing,20020201153541.1321cd9b.matthias,egwn.net
non-phishing,20021004045106.92EA622876,belphegore.hughes-family.org
non-phishing,20020914161913.GA20696,kluge.net
non-phishing,200209261530.g8QFUhg24899,dogma.slashnull.org
non-phishing,3D95C839.8E8701FD,endeavors.com
non-phishing,20021010121429.0610616F17,example.com
non-phishing,200210080800.g9880TK06063,dogma.slashnull.org
non-phishing,20020918092712.DB839C44D,argote.ch
non-phishing,200210070800.g9780fK23254,dogma.slashnull.org
non-phishing,200209300801.g8U81og21391,dogma.slashnull.org
non-phishing,200209300800.g8U80Xg21180,dogma.slashnull.org
non-phishing,200209290801.g8T81Hg03426,dogma.slashnull.org
non-phishing,25618.1031926721,dimebox
non-phishing,200210021354.JAA13534,hera.homer.att.com
non-phishing,3D77A587.405,wirex.com
non-phishing,p05111a27b9b1d842c9fe,[66.149.49.6]
non-phishing,000801c26f27$1c087840$0200a8c0,JMHALL
non-phishing,E17jzyr-00072w-00,carbon
non-phishing,m2k7lsispi.fsf,maya.dyndns.org
non-phishing,200209260801.g8Q81PC06417,dogma.slashnull.org
non-phishing,200209270801.g8R81dg00961,dogma.slashnull.org
non-phishing,Pine.LNX.4.33.0209261603420.8588-100000,hydrogen.leitl.org
non-phishing,954123A6-B9DA-11D6-AD60-003065C182B0,radparker.com
non-phishing,1a3.92f0d57.2ac1e836,aol.com
non-phishing,200210100804.g9A84NK14171,dogma.slashnull.org
non-phishing,AMEPKEBLDJJCCDEJHAMICEFKFFAA.ejw,cse.ucsc.edu
non-phishing,20020902120754.GC27311,mail.webnote.net
non-phishing,m2n0qaw641.fsf,maya.dyndns.org
non-phishing,3D780F2B.8090709,lelandwoodbury.com
non-phishing,200210030802.g9382CK20034,dogma.slashnull.org
non-phishing,20020917165028.4F4EA16F03,example.com
non-phishing,Pine.LNX.4.44.0209021905230.7477-100000,saturn.syslang.net
non-phishing,20020902215833.63621.qmail,web10201.mail.yahoo.com
non-phishing,Pine.LNX.4.44.0209291337100.4723-100000,mlug.missouri.edu
non-phishing,Pine.LNX.4.44.0209251403550.451-100000,localhost.localdomain
non-phishing,20020919121406.CA1F9C44D,argote.ch
non-phishing,200210021449.g92EnPLw027736,turing-police.cc.vt.edu
non-phishing,20020930214204.5d631f5b.ralf,camperquake.de
non-phishing,AMEPKEBLDJJCCDEJHAMIKEDKFIAA.ejw,cse.ucsc.edu
non-phishing,200210092115.g99LFIO03270,vishnu.abreau.net
non-phishing,20020916135431.03CCEC44D,argote.ch
non-phishing,OE57UPmRyCTsyP0ktOP00015c79,hotmail.com
non-phishing,20020902215847.1ACB89F8B5,belphegore.hughes-family.org
non-phishing,20020925210944.E38253F2F,milou.dyndns.org
non-phishing,Pine.BSO.4.44.0209231721540.29230-100000,crank.slack.net
non-phishing,3D6505C3.2020405,permafrost.net
non-phishing,53.1c91dda8.2abc7cf6,aol.com
non-phishing,200209240800.g8O80WC26600,dogma.slashnull.org
non-phishing,m2y9a0wkfb.fsf,maya.dyndns.org
non-phishing,200209261531.g8QFVlg25067,dogma.slashnull.org
non-phishing,Pine.LNX.4.44.0209091011300.1695-100000,localhost.localdomain
non-phishing,DAV39EHLB8TrBHxvZ9a000134eb,hotmail.com
non-phishing,3D8256E3.5040908,easydns.com
non-phishing,20020828102152.A2DAE43F99,phobos.labs.netnoteinc.com
non-phishing,200210100804.g9A849K14143,dogma.slashnull.org
non-phishing,E17js6f-0003Ok-00,cpu59.osdn.com
non-phishing,1033566989.394.TMDA,deepeddy.vircio.com
non-phishing,200209240800.g8O80aC26631,dogma.slashnull.org
non-phishing,002401c25df7$dfb547a0$0200a8c0,JMHALL
non-phishing,20020919161158.GA19733,pogo.bearhouse.lan
non-phishing,200209261530.g8QFUYg24859,dogma.slashnull.org
non-phishing,200208290358.03815.eh,mad.scientist.com
non-phishing,3D67D0D0.E6AF7683,endeavors.com
non-phishing,200209250803.g8P83jC18366,dogma.slashnull.org
non-phishing,p05111a91b9ae65ce6208,[66.149.49.6]
non-phishing,200210040800.g9480pK08858,dogma.slashnull.org
non-phishing,"""020828081752Z.WT24519.  6*/PN=Robin.Hill/OU=Technical/OU=NOTES/O=BAe MAA/PRMD=BAE/ADMD=GOLD 400/C=GB/""",MHS
non-phishing,m2vg4jge1s.fsf,maya.dyndns.org
non-phishing,200209290801.g8T81Ng03463,dogma.slashnull.org
non-phishing,NAEOJLMPJMJDFPLHIOJOAEFJDBAA.bmord,icon-nicholson.com
non-phishing,20020822191310.800DFF5B3,tater
non-phishing,200209261529.g8QFThg24734,dogma.slashnull.org
non-phishing,200208250058.27705.gilougero,wanadoo.fr
non-phishing,Pine.LNX.4.33.0209061204450.30472-100000,hydrogen.leitl.org
non-phishing,m27khfl8j6.fsf,maya.dyndns.org
non-phishing,200208281716.06506,malte.stretz.eu.org
non-phishing,62593AC6-B5FB-11D6-A91E-00039396ECF2,deersoft.com
non-phishing,200209250800.g8P80MC18085,dogma.slashnull.org
non-phishing,200209261532.g8QFWZg25175,dogma.slashnull.org
non-phishing,200210030800.g9380FK19935,dogma.slashnull.org
non-phishing,Pine.LNX.4.44.0209251848350.1143-100000,localhost.localdomain
non-phishing,DAV27qOyu7G81Gp7pr20000176f,hotmail.com
non-phishing,200210060800.g9680EK15204,dogma.slashnull.org
non-phishing,200210080800.g9880QK06040,dogma.slashnull.org
non-phishing,m3fzvx61v4.fsf,localhost.localdomain
non-phishing,F5C06831-D0E0-11D6-A06B-003065F62CD6,whump.com
non-phishing,200210010801.g9181mK15711,dogma.slashnull.org
non-phishing,p05111a0cb99b2b3ee93d,[66.149.49.6]
non-phishing,20020930111121.B14995,bonzo.nirvana
non-phishing,200210070800.g9780nK23295,dogma.slashnull.org
non-phishing,200210060800.g96805K15046,dogma.slashnull.org
non-phishing,E17yWuX-0002zg-00,rhenium.btinternet.com
non-phishing,006f01c2587d$058c6b00$c03afea9,viebrock.ca
non-phishing,000501c24f7d$8ceace60$1891193e,default
non-phishing,Pine.LNX.4.33.0210090900200.4389-100000,tasker.pffcu.org
non-phishing,DE915934-CBF9-11D6-A1D9-003065F93D3A,topsail.org
non-phishing,200209261529.g8QFTTg24676,dogma.slashnull.org
non-phishing,200209261730.g8QHUeTt304894,vma-ext.prodigy.net
non-phishing,200210070800.g9780hK23278,dogma.slashnull.org
non-phishing,20020827100425.9E4E343F99,phobos.labs.netnoteinc.com
non-phishing,200208222015.15926.neugens,libero.it
non-phishing,E17k66A-0001hO-00,usw-pr-cvs1.sourceforge.net
non-phishing,200209051432.42151.eh,mad.scientist.com
non-phishing,200209260801.g8Q81PC06412,dogma.slashnull.org
non-phishing,14343.1031750844,dimebox
non-phishing,20020822173052.D54CB47C67,phobos.labs.netnoteinc.com
non-phishing,200210100800.g9A805K13849,dogma.slashnull.org
non-phishing,20020827.HLj.85891900,www.dudex.net
non-phishing,200210090800.g9980eK25205,dogma.slashnull.org
non-phishing,200210030800.g93805K19919,dogma.slashnull.org
non-phishing,yf2r8eygat5.fsf,proton.pathname.com
non-phishing,3D9EEF77.CBAE56C,endeavors.com
non-phishing,004601c25dc9$67a436a0$0200a8c0,JMHALL
non-phishing,200209261529.g8QFT7g24605,dogma.slashnull.org
non-phishing,20021007191820.18C6916F03,example.com
non-phishing,1034027845.2296.163.camel,bobcat.ods.org
non-phishing,JHEPKCEMGPKFFDHHDDKDAEIOFFAA.bill,wstoddard.com
non-phishing,20020905191820.C5351,greenhydrant.com
non-phishing,CEC2D796-D8FC-11D6-AD37-0030657C53EA,ianbell.com
non-phishing,a05111a22b9c88c1326b6,[10.0.0.153]
non-phishing,001b01c24a76$315c63d0$e600000a,XENON16
non-phishing,3D65009B.4080707,perkel.com
non-phishing,PIEHJPLNKGMNAHJKHLFCCECJCEAA.sthomas,apexvoice.com
non-phishing,200209261528.g8QFSsg24514,dogma.slashnull.org
non-phishing,E17hrT0-0004gj-00,rhenium.btinternet.com
non-phishing,20154.1030531468,munnari.OZ.AU
non-phishing,2635D258-B5FC-11D6-A91E-00039396ECF2,deersoft.com
non-phishing,Pine.LNX.4.33.0209022109001.8806-100000,watcher.mithral.com
non-phishing,200210090800.g9980vK25246,dogma.slashnull.org
non-phishing,200210100804.g9A84QK14191,dogma.slashnull.org
non-phishing,431A5C36-CF43-11D6-817E-000393A46DEA,alumni.caltech.edu
non-phishing,200209261532.g8QFWVg25163,dogma.slashnull.org
non-phishing,200209121922.MAA07568,maltesecat
non-phishing,v03007835b991cbb99431,[207.243.107.34]
non-phishing,C311138A-CBDB-11D6-AE0B-000393B2AD9C,benhammersley.com
non-phishing,20020828102152.A2DAE43F99,phobos.labs.netnoteinc.com
non-phishing,E17huko-0000JF-00,carbon
non-phishing,200210040800.g9480OK08790,dogma.slashnull.org
non-phishing,200210010801.g9181ZK15661,dogma.slashnull.org
non-phishing,20020915223031.O43994-100000,moon.campus.luth.se
non-phishing,200210010801.g9181CK15576,dogma.slashnull.org
non-phishing,Pine.BSO.4.44.0209241002150.30836-100000,crank.slack.net
non-phishing,20020826223448.0009A3F21,milou.dyndns.org
non-phishing,200209261532.g8QFWbg25190,dogma.slashnull.org
non-phishing,26594$1034083278$mediaunspun$5114587,imakenews.net
non-phishing,200209021718.NAA12734,blackcomb.panasas.com
non-phishing,200209231818.LAA25732,maltesecat
non-phishing,200209290801.g8T81cg03497,dogma.slashnull.org
non-phishing,20020204165853.C20308,cs.helsinki.fi
non-phishing,B397C4F18189C34B9BD6C5F82461FCBE7C2470,usilms27.ca.com
non-phishing,200209260801.g8Q81NC06404,dogma.slashnull.org
non-phishing,20020903.3BF.49876600,www.dudex.net
non-phishing,20020930122423.A653E58A4D,email5.lga2.nytimes.com
non-phishing,DAV76fpGtS79AX7Ur5q00000fe6,hotmail.com
non-phishing,1033981800.541.6.camel,gandalf
non-phishing,Pine.BSO.4.44.0209181904470.19234-100000,crank.slack.net
non-phishing,200210070800.g9780pK23304,dogma.slashnull.org
non-phishing,3DA3CFAA.9EFC7FB7,eecs.berkeley.edu
non-phishing,3D6CA290.8179.2423E1FC,localhost
non-phishing,200210020802.g9282kK31781,dogma.slashnull.org
non-phishing,20020905221132.GB6886,jedi.net
non-phishing,200210020802.g9282jK31775,dogma.slashnull.org
non-phishing,20020913191031.GH5897,kluge.net
non-phishing,200209290801.g8T81Lg03454,dogma.slashnull.org
non-phishing,005901c25f08$b6d5b0b0$5a14348f,videoproducer
non-phishing,200210010800.g9180YK15357,dogma.slashnull.org
non-phishing,Pine.LNX.4.44.0210081145060.18762-100000,chip.ath.cx
non-phishing,1012546426.21971.5.camel,localhost.localdomain
non-phishing,20020207113711.B19145,cs.helsinki.fi
non-phishing,969536713.20020824234409,topshot.com
non-phishing,3d65260f.948.0,mail.dnet.co.uk
non-phishing,200209250800.g8P80OC18097,dogma.slashnull.org
non-phishing,1030028377.4901.TMDA,deepeddy.vircio.com
non-phishing,DAV60rKqo87oYacsfGv00012b5e,hotmail.com
non-phishing,20020930220002.15c18770.matthias,egwn.net
non-phishing,200209261529.g8QFT8g24611,dogma.slashnull.org
non-phishing,E17kPUX-000201-00,usw-pr-cvs1.sourceforge.net
non-phishing,200209250800.g8P80RC18109,dogma.slashnull.org
non-phishing,yf2k7majkol.fsf,proton.pathname.com
non-phishing,20020822191310.800DFF5B3,tater
non-phishing,200210030801.g9381xK20013,dogma.slashnull.org
non-phishing,1030654347.9760.1.camel,localhost.localdomain
non-phishing,22628.1030545866,munnari.OZ.AU
non-phishing,ILEHJNJFPDLMDEKNIAKCIEAMCAAA.geege,barrera.org
non-phishing,21377.1031857387,munnari.OZ.AU
non-phishing,002a01c24a99$f8570760$603a2f18,177h501
non-phishing,132971.1032541008061.JavaMail.Administrator,web5
non-phishing,7910726.0.27May2002215326,mp.opensrs.net
non-phishing,LISTMANAGER-949326-14482-2002.08.12-18.33.14--zzz-ryanair#example.com,mail.ryanairmail.com
non-phishing,200207251743.g6PHhFF24548,dev.lifetimetv.com
non-phishing,OneIncomeLiving-1405,groups.msn.com
non-phishing,OneIncomeLiving-1412,groups.msn.com
non-phishing,20021008175452.581c0e50.kilroy,kamakiriad.com
non-phishing,20021004025021.15821.qmail,trainedmonkey.com
non-phishing,200208151922.OAA25135,phish.siteprotect.com
non-phishing,E17f141-00043a-00,usw-sf-list2.sourceforge.net
non-phishing,20020816092414.A22711,spesh.com
non-phishing,20020929140301.451A92940A9,xent.com
non-phishing,LYRIS-1083425-12762-2002.09.17-17.07.03--zzz-meerkat#example.com,newsletter.oreilly.com
non-phishing,None,
non-phishing,20020929181250.24121341CF,lugh.tuatha.org
non-phishing,200208121027.g7CAR2E07668,dogma.slashnull.org
non-phishing,23957$1033046883$mediaunspun$5114587,imakenews.net
non-phishing,20021006223925.0F0AD4383,pegasus.imagiware.com
non-phishing,3DA3C96B.7050007,eecs.berkeley.edu
non-phishing,E17gFLo-0005BD-01,cpu59.osdn.com
non-phishing,7681900.1031775114906.JavaMail.IWAM_EUG-APP01,eug-app01
non-phishing,200210012002.g91K26b28196,scripts.rdu-colo.redhat.com
non-phishing,727828.1029542015265.JavaMail.IWAM_EUG-APP01,eug-app01
non-phishing,20020823074358.3875C198BD,web6.iturf.com
non-phishing,12610$1033478774$mediaunspun$5114587,imakenews.net
non-phishing,31627$1029331990$mediaunspun$5114587,imakenews.net
non-phishing,EAEMILNLIEBAKPJKFCKJGEJPCDAA.gary_winder,optusnet.com.au
non-phishing,12610$1033478774$mediaunspun$5114587,imakenews.net
non-phishing,8050738.1027667010946.JavaMail.root,abv-sfo1-ac-agent2
non-phishing,11739$1029244856$mediaunspun$5114587,imakenews.net
non-phishing,1418893.1028960179734.JavaMail.IWAM_EUG-APP01,eug-app01
non-phishing,B4NIIS03Tj7zzobr1wp000091f8,b4niis03
non-phishing,7681900.1031775114906.JavaMail.IWAM_EUG-APP01,eug-app01
non-phishing,LYRIS-1083425-12762-2002.09.17-17.07.03--zzz-meerkat#example.com,newsletter.oreilly.com
non-phishing,p05200a0db9c4a8c4bd16,[192.168.0.102]
non-phishing,20020929181250.24121341CF,lugh.tuatha.org
non-phishing,3D57B4C6.FC790DB3,orchidserve.com
non-phishing,3D5D20AD.21407.187C751,localhost
non-phishing,LYRIS-2424157-1370323-2002.08.14-16.20.02--xxxxxxxxxxxxxxxxx-neatnettricks#example.com,silver.lyris.net
non-phishing,OneIncomeLiving-1399,groups.msn.com
non-phishing,LYRIS-958074-628512-2002.07.26-02.00.26--calculus#neto.net,p2p.wrox.com
non-phishing,WEB2gOtznKR7KBCjC6i00000817,WEB2.tribute.ca
non-phishing,23957$1033046883$mediaunspun$5114587,imakenews.net
non-phishing,465020.1027678146999.JavaMail.root,abv-sfo1-ac-agent7
non-phishing,132971.1032541008061.JavaMail.Administrator,web5
non-phishing,23956$1029157891$mediaunspun$5114587,imakenews.net
non-phishing,LAW2-F11UgJkU6XnDSa0000e652,hotmail.com
non-phishing,200208191418.g7JEInw11299,dev.lifetimetv.com
non-phishing,OneIncomeLiving-1396,groups.msn.com
